VariableName,Attribute,Use in Analysis
P02ELGRISK,"IEI:Knee symptoms, risk factors, or both, status at IEI/SV (calc)",1.0
V00INCOME2,SAQ:Yearly income (>50K or <50K) (calc),1.0
P02ACTRISK,"IEI:Engage in at least one frequent knee bending activity (calc, used for study eligibility initially)",1.0
P02IKPRISK,"IEI:Either knee symptom status at IEI (calc, used for study eligibility)",1.0
V00WKHR7CV,"EV:Occupational activities: number of hours worked, past 7 days (calc)",1.0
P02HISP,P02HISP,1.0
P02RACE,P02RACE,1.0
P02SEX,P02SEX,1.0
V00CHRTHLF,V00CHRTHLF,0.0
V00COHORT,V00COHORT,0.0
V00IMAGESA,V00IMAGESA,0.0
V00IMAGESB,V00IMAGESB,0.0
V00IMAGESC,V00IMAGESC,0.0
V00IMAGESD,V00IMAGESD,0.0
V00IMAGESE,V00IMAGESE,0.0
V00IMAGESF,V00IMAGESF,0.0
V00IMAGESG,V00IMAGESG,0.0
V00SITE,V00SITE,0.0
V01HADINTV,V01HADINTV,0.0
V01IMAGESA,V01IMAGESA,0.0
V01IMAGESB,V01IMAGESB,0.0
V01IMAGESC,V01IMAGESC,0.0
V01IMAGESD,V01IMAGESD,0.0
V01IMAGESE,V01IMAGESE,0.0
V01IMAGESF,V01IMAGESF,0.0
V01IMAGESG,V01IMAGESG,0.0
V02IMAGESD,V02IMAGESD,0.0
V03IMAGESA,V03IMAGESA,0.0
V03IMAGESB,V03IMAGESB,0.0
V03IMAGESC,V03IMAGESC,0.0
V03IMAGESD,V03IMAGESD,0.0
V03IMAGESE,V03IMAGESE,0.0
V03IMAGESF,V03IMAGESF,0.0
V03IMAGESG,V03IMAGESG,0.0
V04IMAGESG,V04IMAGESG,0.0
V05IMAGESA,V05IMAGESA,0.0
V05IMAGESB,V05IMAGESB,0.0
V05IMAGESC,V05IMAGESC,0.0
V05IMAGESD,V05IMAGESD,0.0
V05IMAGESE,V05IMAGESE,0.0
V05IMAGESF,V05IMAGESF,0.0
V05IMAGESG,V05IMAGESG,0.0
V06IMAGESA,V06IMAGESA,0.0
V06IMAGESB,V06IMAGESB,0.0
V06IMAGESC,V06IMAGESC,0.0
V06IMAGESD,V06IMAGESD,0.0
V06IMAGESE,V06IMAGESE,0.0
V06IMAGESF,V06IMAGESF,0.0
V06IMAGESG,V06IMAGESG,0.0
V08IMAGESA,V08IMAGESA,0.0
V08IMAGESB,V08IMAGESB,0.0
V08IMAGESC,V08IMAGESC,0.0
V08IMAGESD,V08IMAGESD,0.0
V08IMAGESE,V08IMAGESE,0.0
V08IMAGESF,V08IMAGESF,0.0
V08IMAGESG,V08IMAGESG,0.0
V10IMAGESA,V10IMAGESA,0.0
V10IMAGESB,V10IMAGESB,0.0
V10IMAGESC,V10IMAGESC,0.0
V10IMAGESD,V10IMAGESD,0.0
V10IMAGESE,V10IMAGESE,0.0
V10IMAGESF,V10IMAGESF,0.0
V10IMAGESG,V10IMAGESG,0.0
KNEE_V00BARCDBU,BL/FU kXR reading (BU): barcode of image analyzed,0.0
KNEE_V00XROSFM,BL/FU kXR reading (BU): osteophytes (OARSI grades 0-3) femur medial compartment,1.0
KNEE_V00XRSCFM,BL/FU kXR reading (BU): sclerosis (OARSI grades 0-3) femur medial compartment,1.0
KNEE_V00XRCYFM,BL/FU kXR reading (BU): cysts (Grades 0-1) femur medial compartment,1.0
KNEE_V00XRJSM,BL/FU kXR reading (BU): joint space narrowing (OARSI grades 0-3) medial compartment,1.0
KNEE_V00XRCHM,BL/FU kXR reading (BU): chondrocalcinosis (Grades 0-1) medial compartment,1.0
KNEE_V00XROSTM,BL/FU kXR reading (BU): osteophytes (OARSI grades 0-3) tibia medial compartment,1.0
KNEE_V00XRSCTM,BL/FU kXR reading (BU): sclerosis (OARSI grades 0-3) tibia medial compartment,1.0
KNEE_V00XRCYTM,BL/FU kXR reading (BU): cysts (Grades 0-1) tibia medial compartment,1.0
KNEE_V00XRATTM,BL/FU kXR reading (BU): attrition (OARSI grades 0-3) tibia medial compartment,1.0
KNEE_V00XRKL,BL/FU kXR reading (BU): Kellgren and Lawrence (grades 0-4),1.0
KNEE_V00XROSFL,BL/FU kXR reading (BU): osteophytes (OARSI grades 0-3) femur lateral compartment,1.0
KNEE_V00XRSCFL,BL/FU kXR reading (BU): sclerosis (OARSI grades 0-3) femur lateral compartment,1.0
KNEE_V00XRCYFL,BL/FU kXR reading (BU): cysts (Grades 0-1) femur lateral compartment,1.0
KNEE_V00XRJSL,BL/FU kXR reading (BU): joint space narrowing (OARSI grades 0-3) lateral compartment,1.0
KNEE_V00XRCHL,BL/FU kXR reading (BU): chondrocalcinosis (Grades 0-1) lateral compartment,1.0
KNEE_V00XROSTL,BL/FU kXR reading (BU): osteophytes (OARSI grades 0-3) tibia lateral compartment,1.0
KNEE_V00XRSCTL,BL/FU kXR reading (BU): sclerosis (OARSI grades 0-3) tibia lateral compartment,1.0
KNEE_V00XRCYTL,BL/FU kXR reading (BU): cysts (Grades 0-1) tibia lateral compartment,1.0
KNEE_V00XRATTL,BL/FU kXR reading (BU): attrition (OARSI grades 0-3) tibia lateral compartment,1.0
OTHERKNEE_V00BARCDBU,(OTHER KNEE) BL/FU kXR reading (BU): barcode of image analyzed,0.0
OTHERKNEE_V00XROSFM,(OTHER KNEE) BL/FU kXR reading (BU): osteophytes (OARSI grades 0-3) femur medial compartment,1.0
OTHERKNEE_V00XRSCFM,(OTHER KNEE) BL/FU kXR reading (BU): sclerosis (OARSI grades 0-3) femur medial compartment,1.0
OTHERKNEE_V00XRCYFM,(OTHER KNEE) BL/FU kXR reading (BU): cysts (Grades 0-1) femur medial compartment,1.0
OTHERKNEE_V00XRJSM,(OTHER KNEE) BL/FU kXR reading (BU): joint space narrowing (OARSI grades 0-3) medial compartment,1.0
OTHERKNEE_V00XRCHM,(OTHER KNEE) BL/FU kXR reading (BU): chondrocalcinosis (Grades 0-1) medial compartment,1.0
OTHERKNEE_V00XROSTM,(OTHER KNEE) BL/FU kXR reading (BU): osteophytes (OARSI grades 0-3) tibia medial compartment,1.0
OTHERKNEE_V00XRSCTM,(OTHER KNEE) BL/FU kXR reading (BU): sclerosis (OARSI grades 0-3) tibia medial compartment,1.0
OTHERKNEE_V00XRCYTM,(OTHER KNEE) BL/FU kXR reading (BU): cysts (Grades 0-1) tibia medial compartment,1.0
OTHERKNEE_V00XRATTM,(OTHER KNEE) BL/FU kXR reading (BU): attrition (OARSI grades 0-3) tibia medial compartment,1.0
OTHERKNEE_V00XRKL,(OTHER KNEE) BL/FU kXR reading (BU): Kellgren and Lawrence (grades 0-4),1.0
OTHERKNEE_V00XROSFL,(OTHER KNEE) BL/FU kXR reading (BU): osteophytes (OARSI grades 0-3) femur lateral compartment,1.0
OTHERKNEE_V00XRSCFL,(OTHER KNEE) BL/FU kXR reading (BU): sclerosis (OARSI grades 0-3) femur lateral compartment,1.0
OTHERKNEE_V00XRCYFL,(OTHER KNEE) BL/FU kXR reading (BU): cysts (Grades 0-1) femur lateral compartment,1.0
OTHERKNEE_V00XRJSL,(OTHER KNEE) BL/FU kXR reading (BU): joint space narrowing (OARSI grades 0-3) lateral compartment,1.0
OTHERKNEE_V00XRCHL,(OTHER KNEE) BL/FU kXR reading (BU): chondrocalcinosis (Grades 0-1) lateral compartment,1.0
OTHERKNEE_V00XROSTL,(OTHER KNEE) BL/FU kXR reading (BU): osteophytes (OARSI grades 0-3) tibia lateral compartment,1.0
OTHERKNEE_V00XRSCTL,(OTHER KNEE) BL/FU kXR reading (BU): sclerosis (OARSI grades 0-3) tibia lateral compartment,1.0
OTHERKNEE_V00XRCYTL,(OTHER KNEE) BL/FU kXR reading (BU): cysts (Grades 0-1) tibia lateral compartment,1.0
OTHERKNEE_V00XRATTL,(OTHER KNEE) BL/FU kXR reading (BU): attrition (OARSI grades 0-3) tibia lateral compartment,1.0
KNEE_P01LXRKOA,"SV:Left knee baseline radiographic OA (definite osteophytes, calc, used in OAI definition of symptomatic knee OA)",1.0
KNEE_P01SVLKOST,SV:Left knee baseline x-ray: evidence of knee osteophytes (calc),1.0
KNEE_P01SVLKJSM,SV:Left knee baseline x-ray: evidence of knee medial joint space narrowing (calc),1.0
KNEE_P01SVLKJSL,SV:Left knee baseline x-ray: evidence of knee lateral joint space narrowing (calc),1.0
KNEE_P01SVLKMI,SV:Left knee baseline x-ray: evidence of knee metal artifacts (calc),1.0
KNEE_P01LXRKOA2,SV:Left knee baseline x-ray: osteophytes and JSN (calc),1.0
KNEE_V00XROSFML,SV:Left knee paired x-ray reading: osteophytes (OARSI grades 0-3) femur medial compartment (Image Sample B),1.0
KNEE_V00XRSCFML,SV:Left knee paired x-ray reading: sclerosis (OARSI grades 0-3) femur medial compartment (Image Sample B),1.0
KNEE_V00XRCYFML,SV:Left knee paired x-ray reading: cysts (Grades 0-1) femur medial compartment (Image Sample B),1.0
KNEE_V00XRJSML,SV:Left knee paired x-ray reading: joint space narrowing (OARSI grades 0-3) medial compartment (Image Sample B),1.0
KNEE_V00XRCHML,SV:Left knee paired x-ray reading: chondrocalcinosis (Grades 0-1) medial compartment (Image Sample B),1.0
KNEE_V00XROSTML,SV:Left knee paired x-ray reading: osteophytes (OARSI grades 0-3) tibia medial compartment (Image Sample B),1.0
KNEE_V00XRSCTML,SV:Left knee paired x-ray reading: sclerosis (OARSI grades 0-3) tibia medial compartment (Image Sample B),1.0
KNEE_V00XRCYTML,SV:Left knee paired x-ray reading: cysts (Grades 0-1) tibia medial compartment (Image Sample B),1.0
KNEE_V00XRATTML,SV:Left knee paired x-ray reading: attrition (OARSI grades 0-3) tibia medial compartment (Image Sample B),1.0
KNEE_V00XRKLL,SV:Left knee paired x-ray reading: Kellgren and Lawrence (Grades 0-4) (Image Sample B),1.0
KNEE_V00XROSFLL,SV:Left knee paired x-ray reading: osteophytes (OARSI grades 0-3) femur lateral compartment (Image Sample B),1.0
KNEE_V00XRSCFLL,SV:Left knee paired x-ray reading: sclerosis (OARSI grades 0-3) femur lateral compartment (Image Sample B),1.0
KNEE_V00XRCYFLL,SV:Left knee paired x-ray reading: cysts (Grades 0-1) femur lateral compartment (Image Sample B),1.0
KNEE_V00XRJSLL,SV:Left knee paired x-ray reading: joint space narrowing (OARSI grades 0-3) lateral compartment (Image Sample B),1.0
KNEE_V00XRCHLL,SV:Left knee paired x-ray reading: chondrocalcinosis (Grades 0-1) lateral compartment (Image Sample B),1.0
KNEE_V00XROSTLL,SV:Left knee paired x-ray reading: osteophytes (OARSI grades 0-3) tibia lateral compartment (Image Sample B),1.0
KNEE_V00XRSCTLL,SV:Left knee paired x-ray reading: sclerosis (OARSI grades 0-3) tibia lateral compartment (Image Sample B),1.0
KNEE_V00XRCYTLL,SV:Left knee paired x-ray reading: cysts (Grades 0-1) tibia lateral compartment (Image Sample B),1.0
KNEE_V00XRATTLL,SV:Left knee paired x-ray reading: attrition (OARSI grades 0-3) tibia lateral compartment (Image Sample B),1.0
KNEE_P01OAGRDL,SV:Left knee baseline x-ray: composite OA grade (quasi KL grade) (calc),1.0
KNEE_P01KPNLEV,"SV:Q17.Left knee pain, aching or stiffness: ever had more than half the days of a month",1.0
KNEE_P01KPNLEVY,"SV:Q17a.Left knee pain, aching or stiffness: started about how many years ago",1.0
KNEE_P01KPNL12,"SV:Q18.Left knee pain, aching or stiffness: any, past 12 months",1.0
KNEE_P01KPNL12M,"SV:Q18ai.Left knee pain, aching or stiffness: how many months on more than half the days of a month, past 12 months",1.0
KNEE_P01HPNL12,"SV:Q39.Left hip pain, aching or stiffness: any, past 12 months (includes pain in groin and in front and sides of upper thigh)",1.0
KNEE_P01HPNLIL,"SV:Q39ai.Left hip pain, aching or stiffness location: groin/inside leg near hip",1.0
KNEE_P01HPNLOL,"SV:Q39ai.Left hip pain, aching or stiffness location: outside of leg near hip",1.0
KNEE_P01HPNLFL,"SV:Q39ai.Left hip pain, aching or stiffness location: front of leg near hip",1.0
KNEE_P01HPNLB,"SV:Q39ai.Left hip pain, aching or stiffness location: buttocks",1.0
KNEE_P01HPNLLB,"SV:Q39ai.Left hip pain, aching or stiffness location: lower back",1.0
KNEE_P01HPNLDK,"SV:Q39ai.Left hip pain, aching or stiffness location: don't know",1.0
KNEE_P01OJPNLS,"SV:Q44.Left shoulder pain, aching or stiffness: more than half the days, past 30 days",1.0
KNEE_P01OJPNLE,"SV:Q44.Left elbow pain, aching or stiffness: more than half the days, past 30 days",1.0
KNEE_P01OJPNLW,"SV:Q44.Left wrist pain, aching or stiffness: more than half the days, past 30 days",1.0
KNEE_P01OJPNLH,"SV:Q44.Left hand/finger pain, aching or stiffness: more than half the days, past 30 days",1.0
KNEE_P01OJPNLA,"SV:Q44.Left ankle pain, aching or stiffness: more than half the days, past 30 days",1.0
KNEE_P01OJPNLF,"SV:Q44.Left foot pain, aching or stiffness: more than half the days, past 30 days",1.0
KNEE_V00WPLKN1,"EV:Left knee pain: walking, last 7 days",1.0
KNEE_V00WPLKN2,"EV:Left knee pain: stairs, last 7 days",1.0
KNEE_V00WPLKN3,"EV:Left knee pain: in bed, last 7 days",1.0
KNEE_V00WPLKN4,"EV:Left knee pain: sit or lie down, last 7 days",1.0
KNEE_V00WPLKN5,"EV:Left knee pain: standing, last 7 days",1.0
KNEE_V00KPLKN1,"EV:Q13a.Left knee pain: twisting/pivoting on knee, last 7 days",1.0
KNEE_V00KPLKN2,"EV:Q13b.Left knee pain: straightening knee fully, last 7 days",1.0
KNEE_V00KPLKN3,"EV:Q13c.Left knee pain: bending knee fully, last 7 days",1.0
KNEE_V00P7LKFR,EV:Q14.Left knee pain: how often,1.0
KNEE_V00WSLKN1,"EV:Left knee stiffness: in morning, last 7 days",1.0
KNEE_V00WSLKN2,"EV:Left knee stiffness: later in day, last 7 days",1.0
KNEE_V00KSXLKN1,"EV:Q17.Left knee symptoms: swelling, last 7 days",1.0
KNEE_V00KSXLKN2,"EV:Q18.Left knee symptoms: feel grinding, hear clicking or any other type of noise when knee moves, last 7 days",1.0
KNEE_V00KSXLKN3,"EV:Q19.Left knee symptoms: knee catch or hang up when moving, last 7 days",1.0
KNEE_V00KSXLKN4,"EV:Q20.Left knee symptoms: straighten knee fully, last 7 days",1.0
KNEE_V00KSXLKN5,"EV:Q21.Left knee symptoms: bend knee fully, last 7 days",1.0
KNEE_V00DILKN1,"EV:Left knee difficulty: down stairs, last 7 days",1.0
KNEE_V00DILKN2,"EV:Left knee difficulty: up stairs, last 7 days",1.0
KNEE_V00DILKN3,"EV:Left knee difficulty: stand from sitting, last 7 days",1.0
KNEE_V00DILKN4,"EV:Left knee difficulty: standing, last 7 days",1.0
KNEE_V00DILKN5,"EV:Left knee difficulty: bending, last 7 days",1.0
KNEE_V00DILKN6,"EV:Left knee difficulty: walking, last 7 days",1.0
KNEE_V00DILKN7,"EV:Left knee difficulty: in car/out of car, last 7 days",1.0
KNEE_V00DILKN8,"EV:Left knee difficulty: shopping, last 7 days",1.0
KNEE_V00DILKN9,"EV:Left knee difficulty: socks on, last 7 days",1.0
KNEE_V00DILKN10,"EV:Left knee difficulty: get out of bed, last 7 days",1.0
KNEE_V00DILKN11,"EV:Left knee difficulty: socks off, last 7 days",1.0
KNEE_V00DILKN12,"EV:Left knee difficulty: lying down, last 7 days",1.0
KNEE_V00DILKN13,"EV:Left knee difficulty: get in/out of bathtub, last 7 days",1.0
KNEE_V00DILKN14,"EV:Left knee difficulty: sitting, last 7 days",1.0
KNEE_V00DILKN15,"EV:Left knee difficulty: on/off toilet, last 7 days",1.0
KNEE_V00DILKN16,"EV:Left knee difficulty: heavy chores, last 7 days",1.0
KNEE_V00DILKN17,"EV:Left knee difficulty: light chores, last 7 days",1.0
KNEE_P02KPNLCV,"IEI:Q9b.Left knee pain, aching or stiffness: more than half the days of a month, past 12 months (calc, used for study eligibility)",1.0
KNEE_P01KPL30CV,"SV:Q19a.Left knee pain, aching or stiffness: more than half the days, past 30 days (calc)",1.0
KNEE_P01HPL12CV,"SV:Q39a.Left hip pain, aching or stiffness: more than half the days of a month, past 12 months (calc)",1.0
KNEE_V00WOMKPL,EV:Left knee: WOMAC Pain Score (calc),1.0
KNEE_V00KOOSKPL,EV:Left knee: KOOS Pain Score (calc),1.0
KNEE_V00WOMSTFL,EV:Left knee: WOMAC Stiffness Score (calc),1.0
KNEE_V00KOOSYML,EV:Left knee: KOOS Symptoms Score (calc),1.0
KNEE_V00WOMADLL,EV:Left knee: WOMAC Disability Score (calc),1.0
KNEE_P01KPL12CV,"SV:Q18a.Left knee pain, aching or stiffness: more than half the days of a month, past 12 months (calc)",1.0
KNEE_V00P7LKRCV,"EV:Q14a.Left knee pain: severity, past 7 days, rated on scale of 0-10 (calc)",1.0
KNEE_P01PMLKRCV,"SV:Q19b.Left knee pain: severity, past 30 days, rated on scale of 0-10 (calc)",1.0
KNEE_V00WOMTSL,EV:Left knee: WOMAC Total Score (calc),1.0
KNEE_P01LKSX,"SV:Left knee baseline symptom status (combines past 30 days and 12 months, calc, used in OAI definition of symptomatic knee OA)",1.0
KNEE_P01LSXKOA,SV:Left knee baseline symptomatic OA status (calc),1.0
KNEE_P01BL12SXL,"SV:Left knee baseline frequent knee pain status (IEI, SV, both, or neither) (calc)",1.0
KNEE_P01LKP30CV,"SV:Q19.Left knee pain, aching or stiffness: any, past 30 days (calc)",1.0
KNEE_P01RAFT6L,"SV:Q4b.RA symptoms: left fingers or thumb swelling, ever had lasting more than 6 weeks",1.0
KNEE_P01RAKN6L,"SV:Q4d.RA symptoms: left knee swelling, ever had lasting more than 6 weeks",1.0
KNEE_P01INJL,"SV:Q31.Left knee, ever injured badly enough to limit ability to walk for at least two days",1.0
KNEE_P01INJL1,"SV:Q31i.Left knee, how old at first injury",1.0
KNEE_P01INJL2,"SV:Q31ii.Left knee, how old at second injury",1.0
KNEE_P01INJL3,"SV:Q31iii.Left knee, how old at third injury",1.0
KNEE_P01KSURGL,"SV:Q32.Left knee, ever have surgery or arthroscopy",1.0
KNEE_P01KRSLA,"SV:Q33a.Left knee, how old when first had replaced",1.0
KNEE_P01ARTL,"SV:Q34.Left knee, ever have arthroscopy (where they put a scope in knee)",1.0
KNEE_P01ARTL1,"SV:Q34ai.Left knee, how old at first arthroscopy",1.0
KNEE_P01ARTL2,"SV:Q34aii.Left knee, how old at second arthroscopy",1.0
KNEE_P01ARTL3,"SV:Q34aiii.Left knee, how old at third arthroscopy",1.0
KNEE_P01ARTLINJ,"SV:Q34b.Left knee, was at least one arthroscopy to repair injury",1.0
KNEE_P01MENL,"SV:Q35.Left knee, ever have meniscectomy (where they repaired or cut away torn meniscus or cartilage)",1.0
KNEE_P01MENL1,"SV:Q35ai.Left knee, how old at first meniscectomy",1.0
KNEE_P01MENL2,"SV:Q35aii.Left knee, how old at second meniscectomy",1.0
KNEE_P01MENL3,"SV:Q35aiii.Left knee, how old at third meniscectomy",1.0
KNEE_P01MENLINJ,"SV:Q35b.Left knee, was at least one meniscectomy to repair an injury",1.0
KNEE_P01LRL,"SV:Q36.Left knee, ever have ligament repair surgery",1.0
KNEE_P01LRL1,"SV:Q36ai.Left knee, how old at first ligament repair surgery",1.0
KNEE_P01LRL2,"SV:Q36aii.Left knee, how old at second ligament repair surgery",1.0
KNEE_P01LRL3,"SV:Q36aiii.Left knee, how old at third ligament repair surgery",1.0
KNEE_P01OTSURGL,"SV:Q37.Left knee, ever have any other kind of surgery",1.0
KNEE_P01OTSL1,"SV:Q37bi.Left knee, how old at first other surgery",1.0
KNEE_P01OTSL2,"SV:Q37bii.Left knee, how old at second other surgery",1.0
KNEE_P01OTSL3,"SV:Q37biii.Left knee, how old at third other surgery",1.0
KNEE_P01OTSLINJ,"SV:Q37c.Left knee, was at least one other surgery to repair an injury",1.0
KNEE_P01HRSL,"SV:Q42.Left hip, ever had replaced",1.0
KNEE_P01HRSLOA,"SV:Q42a.Left hip replacement reason, osteoarthritis or degenerative arthritis",1.0
KNEE_P01HRSLDK,"SV:Q42a.Left hip replacement reason, don't know",1.0
KNEE_V00HYAINJL,"EV:Left knee hyaluronic acid injection, past 6 months (calc)",1.0
KNEE_V00STRINJL,"EV:Left knee steroid injection, past 6 months (calc)",1.0
KNEE_P01RAWE6L,"SV:RA symptoms: left wrist or elbow swelling, ever had lasting more than 6 weeks (calc)",1.0
KNEE_P01HRSLFXO,"SV:Left hip replacement reason, hip fracture or other (calc)",1.0
KNEE_V00EKRSL,"EV:Q12.Isometric strength: left knee, ever had knee replacement surgery",1.0
KNEE_V00LLLGTH,EV:Q13.Isometric strength: left leg length from transducer to joint line (cm),1.0
KNEE_V00LLBACK,"EV:Q15a.Isometric strength: left leg chair and transducer settings, back support (cm)",1.0
KNEE_V00LLARM,"EV:Q15b.Isometric strength: left leg chair and transducer settings, arm support (cm)",1.0
KNEE_V00LLHORIZ,"EV:Q15c.Isometric strength: left leg chair and transducer settings, horizontal bar (knee angle fix) (cm)",1.0
KNEE_V00LEXPN,"EV:Q18.Isometric strength: left knee extension, any knee pain during test",1.0
KNEE_V00LEXCOMP,"EV:Q19.Isometric strength: left knee extension, able to complete (3) measurements",1.0
KNEE_V00LEXWHY1,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, knee pain",1.0
KNEE_V00LEXWHY2,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, equipment problems",1.0
KNEE_V00LEXWHY3,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, participant fatigue",1.0
KNEE_V00LEXWHY4,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, participant refused",1.0
KNEE_V00LEXWHY5,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, other",1.0
KNEE_V00LFXPN,"EV:Q21.Isometric strength: left knee flexion, any knee pain during test",1.0
KNEE_V00LFXCOMP,"EV:Q22.Isometric strength: left knee flexion, able to complete (3) measurements",1.0
KNEE_V00LFXWHY1,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, knee pain",1.0
KNEE_V00LFXWHY2,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, equipment problems",1.0
KNEE_V00LFXWHY3,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, participant fatigue",1.0
KNEE_V00LFXWHY4,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, participant refused",1.0
KNEE_V00LFXWHY5,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, other",1.0
KNEE_V00LPN400W,EV:Q13.400-meter walk: left knee pain during walk,1.0
KNEE_V00LPWKTYP,"EV:Q13i.400-meter walk: left knee pain mild, moderate or severe",1.0
KNEE_V00LKPATPN,"EV:Left knee exam: patellar quadriceps tendinitis, pain/tenderness at any four sites",1.0
KNEE_V00LKEFFB,"EV:Left knee exam: effusion, bulge sign positive",1.0
KNEE_V00LKEFFPT,"EV:Left knee exam: effusion, patellar tap positive",1.0
KNEE_V00LKRFXPN,EV:Left knee exam: knee flexion pain/tenderness present on exam,1.0
KNEE_V00LKLTTPN,EV:Left knee exam: lateral tibiofemoral pain/tenderness present on exam,1.0
KNEE_V00LKMTTPN,EV:Left knee exam: medial tibiofemoral pain/tenderness present on exam,1.0
KNEE_V00LKABPN,"EV:Left knee exam: anserine bursa, pain/tenderness present on exam",1.0
KNEE_V00LKPFCRE,EV:Left knee exam: patello-femoral crepitus present on exam,1.0
KNEE_V00LKPGDPN,"EV:Left knee exam: patellar grind, painful or tender behind knee cap",1.0
KNEE_V00LLWGT,EV:Q16.Isometric strength: left leg weight (N),1.0
KNEE_P01LH1CV,SV:Left hand exam: joint 1 (calc),1.0
KNEE_P01LH2CV,SV:Left hand exam: joint 2 (calc),1.0
KNEE_P01LH3CV,SV:Left hand exam: joint 3 (calc),1.0
KNEE_P01LH4CV,SV:Left hand exam: joint 4 (calc),1.0
KNEE_P01LH5CV,SV:Left hand exam: joint 5 (calc),1.0
KNEE_P01LHBE,SV:Left hand exam: total number of bony enlargements (calc),1.0
KNEE_V00LEXP1CV,"EV:Q18a.Isometric strength: left knee extension, severity of pain (calc)",1.0
KNEE_V00LFXP1CV,"EV:Q21a.Isometric strength: left knee flexion, severity of pain (calc)",1.0
KNEE_V00LFXP2CV,"EV:Q21b.Isometric strength: left knee flexion, pain prevent from pulling as hard as can (calc)",1.0
KNEE_V00LKFHDEG,"EV:Left knee exam: flexion contracture/hyperextension, degrees (contracture positive) (calc)",1.0
KNEE_V00LKALNMT,"EV:Left knee exam: alignment, degrees (valgus negative) (calc)",1.0
KNEE_V00lftrial,Left Flexion MAX Force TRIAL No,1.0
KNEE_V00lfmaxf,Left Flexion MAX Force,1.0
KNEE_V00lfTLPL,Left Flexion MAX Force Low Production Limit,1.0
KNEE_V00lfTHPL,Left Flexion MAX Force High Production Limit,1.0
KNEE_V00lfTLRL,Left Flexion MAX Force Low Relaxation Limit,1.0
KNEE_V00lfTHRL,Left Flexion MAX Force High Relaxation Limit,1.0
KNEE_V00letrial,Left Extension MAX Force TRIAL No,1.0
KNEE_V00lemaxf,Left Extension MAX Force,1.0
KNEE_V00leTLPL,Left Extension MAX Force Low Production Limit,1.0
KNEE_V00leTHPL,Left Extension MAX Force High Production Limit,1.0
KNEE_V00leTLRL,Left Extension MAX Force Low Relaxation Limit,1.0
KNEE_V00leTHRL,Left Extension MAX Force High Relaxation Limit,1.0
KNEE_V00lexcmp2,Left Extension Completed >=2 Good Trials,1.0
KNEE_V00lfxcmp2,Left Flexion Completed >=2 Good Trials,1.0
KNEE_V00lkdefcv,EV:Left knee exam: alignment varus or valgus (calc),1.0
KNEE_V00leSFR,Left Extension Speed of Force Relaxation,1.0
KNEE_V00lfSFP,Left Flexion Speed of Force Production,1.0
KNEE_V00lfSFR,Left Flexion Speed of Force Relaxation,1.0
KNEE_V00leSFP,Left Extension Speed of Force Production,1.0
KNEE_V00LLVERT,"EV:Q15d.Isometric strength: left leg chair and transducer settings, vertical bar (height) (cm)",1.0
KNEE_V00LPWKPRV,EV:Q13ii.400-meter walk: left knee pain prevent walking at usual pace,1.0
KNEE_V00LEXP2CV,"EV:Q18b.Isometric strength: left knee extension, pain prevent from pushing as hard as can (calc)",1.0
KNEE_P01KRSL,"SV:Q33.Left knee, ever have replacement where all or part of joint was replaced",1.0
KNEE_P01SVXRLKR,SV:Left knee baseline x-ray: evidence of knee replacement (calc),1.0
KNEE_P02KRS3CVL,Considered knee replacement on left knee,1.0
KNEE_V00400PAINL,Left knee pain during 400-meter walk,1.0
OTHERKNEE_P01LXRKOA,"(OTHER KNEE) SV:Left knee baseline radiographic OA (definite osteophytes, calc, used in OAI definition of symptomatic knee OA)",1.0
OTHERKNEE_P01SVLKOST,(OTHER KNEE) SV:Left knee baseline x-ray: evidence of knee osteophytes (calc),1.0
OTHERKNEE_P01SVLKJSM,(OTHER KNEE) SV:Left knee baseline x-ray: evidence of knee medial joint space narrowing (calc),1.0
OTHERKNEE_P01SVLKJSL,(OTHER KNEE) SV:Left knee baseline x-ray: evidence of knee lateral joint space narrowing (calc),1.0
OTHERKNEE_P01SVLKMI,(OTHER KNEE) SV:Left knee baseline x-ray: evidence of knee metal artifacts (calc),1.0
OTHERKNEE_P01LXRKOA2,(OTHER KNEE) SV:Left knee baseline x-ray: osteophytes and JSN (calc),1.0
OTHERKNEE_V00XROSFML,(OTHER KNEE) SV:Left knee paired x-ray reading: osteophytes (OARSI grades 0-3) femur medial compartment (Image Sample B),1.0
OTHERKNEE_V00XRSCFML,(OTHER KNEE) SV:Left knee paired x-ray reading: sclerosis (OARSI grades 0-3) femur medial compartment (Image Sample B),1.0
OTHERKNEE_V00XRCYFML,(OTHER KNEE) SV:Left knee paired x-ray reading: cysts (Grades 0-1) femur medial compartment (Image Sample B),1.0
